VIDEO_ID	VIEWS	RATE	RATINGS	COMMENTS
nZzL_zmd0oY	247	5	3	6
O8Kqy__cfz8	253	4.78	9	10
_hEVkDFw6yY	218	4.64	11	10
kuieVe2XoJg	237	4.83	6	7
qJ_AynBlll8	135	5	3	4
YD4uqWGnJ-8	184	5	3	5
208amed797g	138	3.67	3	1
NnBbL4bNK1M	111	5	1	4
XlBOCmMTxvI	128	0	0	1
-tsb5Qji6w0	115	5	1	0
Aa9AOxb4lwc	387	5	4	4
1VQAmEbQM7U	307	5	1	1
IwYYxlqeF24	96	5	1	0
PrAft2zBPsQ	1977	4.89	9	10
KtdlaeYcbhE	80	0	0	0
IogHa8AUIIQ	4047	4	16	1
UN37TPCG4qg	2733	4.57	14	2
OSelOCI73zw	662	0	0	3
ho_nuETKa6k	443	5	6	0
UqoIJTLAr84	11080	4.88	91	41
JMAjBcrRR3M	30	5	1	0
-F93H3dyvwQ	15	5	2	0
343job1eEfw	204	5	1	0
olaOn930dXc	393	5	2	1
gONrLH4jIB4	1082	4.5	8	5
6ENkdfoK7PA	233	5	2	2
N0nu27iUSik	473	5	4	1
Bw-HBql_f74	72	5	1	1
KFb3P5Gi22c	8	0	0	0
4jHuzjndggA	14	0	0	0
C1PjmeKy5hM	7	0	0	0
hBon3ABP-WU	7	0	0	0
eFwtb-tCl7o	407	3	1	0
7ZJSGzmL_0Q	1251	4	2	1
i2UtQ31Jiws	451	5	1	0
9zLw43-kgBw	242	0	0	1
Fngwl2NbaNI	191	0	0	0
MpWuhHq-erM	251	1	1	0
ext_3E3Y6yI	150	0	0	0
qArSlYPOtDA	104	0	0	0
W_J-gmQ5XrY	131	0	0	0
74V57WUmUqg	488	5	3	1
XsNTjPMkG74	207	0	0	0
POd0GZgSh_E	171	5	1	0
HHmpC2t5xBg	609	5	4	2
Ut4P3I7A4Ac	480	4	1	0
HgpSWQXWJj0	106	0	0	0
jKTTX7AFzTs	53	4	1	1
Sdfc85bKanw	21277	4.29	119	54
Bw6cMfcPTOI	157	5	2	0
1FnU8fGvPDE	170	3	2	0
b-DyOi9pF8g	5282	3.05	39	69
ZvFkxTmL0Kc	58	0	0	0
fAdml3TubXk	186	0	0	0
FUVkrKIri00	474	3	2	0
nYFijV9pOsE	4877	2.2	30	49
ulVkvgBerUs	1359	4.25	4	3
bd_CHYagHcc	291	1	1	2
bA8_hu1m9sM	141	2	2	0
IxhJ8F1L6ic	1257	2.45	58	58
Nj0wwLoXBw8	327	0	0	3
meZ5oOaiSiM	241	0	0	1
OK1B0lj_AB0	30	5	1	0
nHy47LU1Wf0	192	4	8	1
g3ngtMVOZmI	442	3	2	3
E3qYDpQeP6U	67	0	0	0
A77MWt2K5EA	303	3.67	3	2
N-xfhpk3Dok	95	4.5	2	3
hw_NSHiHrD0	143	0	0	2
rV4wqtvQ8bk	3181	4.71	24	10
37C_oYPdSM4	3792	1.67	24	5
s4okBdqDYmY	51	5	1	0
EF-OXRE7U1k	1392	3	2	1
FoEMPuTJ8IA
IcT1sK1yioA
REGOJfo9G-k	666	3.33	3	2
1SpanbKnMFI	1284	5	2	9
ksbitR6Vox4	2	0	0	0
_QoPZL7k_RA	2	0	0	0
Mi9le_rdqP0	24	0	0	0
bKUN5XwGi9o	50	5	2	0
1M5_9IiZjFI	150	0	0	2
qx9ObbcHpMM	353	5	3	3
1WjWJtS_87Y	87	1	1	1
KA3-DHzn59U	149	1	1	3
dvd3oD_9yG0	4881	4.78	27	11
c8VvUIm7X4E	1030	5	4	2
-sCxTb9tY-Y	317	5	2	3
mFtlJIuP-CE	2892	4.62	13	19
7uuyyrnE10c	441	5	3	7
anZfgVAQvsE	1266	3.9	10	6
Y-mPxmhDASI	330	5	2	1
nzr_B5CBrt4	322	5	1	1
_0aLfxR0W3U	1554	4.2	5	3
DqoWnfXgWR0	1091	5	5	3
SJcFzDqKRtM	1056	3.86	7	0
aFcDNhpVOIY	732	3.33	3	0
uO2LukeTCGw	884	4.43	7	0
V_-dafTis-s	604	5	1	1
9tmxy6TXXfI	598	5	4	0
9_qpmpbVW6E	495	5	5	0
jApOtZjiRUs	496	5	5	0
qpzfQ0U8Cyc	473	5	4	0
T26DVGccyIQ	450	4.83	6	1
jEF6YO-VcVg	687	5	5	7
jkmEVjugrdA	198	5	2	3
sslN4ZRIUmI	19	0	0	0
fycIg0oiRYk	1037	5	1	0
e7sy1jWZybA	6833	4.87	23	14
mdwijQVsIgo	3245	4.95	22	8
uUV29ws9kvY	383	5	4	7
TptEU1V7ANU	1176	4.6	5	1
qUL11raQvtA	168	5	1	0
RpLXMsNJBVI	466	5	3	0
QN-VGjZyJtw	851	4.88	8	3
bGs_Ld2VCcM	767	5	11	3
AeRoa5efmRE	571	5	8	2
Q_I2JWoqjCo	60	5	1	1
BbVZuXUvij4	80	5	1	1
ggFzsjsy9kg	123	0	0	0
81ueb7CrFy4	46	0	0	2
GD1ApPk357s	21737	4.82	33	55
psEhKKglRZQ	799	4.95	22	16
qSoPipwkLWY	1915	4.91	33	35
-puNv_f8MEQ	631	4.56	9	13
PrTt1GEFBa4	748	5	6	8
3DWbQ8_5Duo	114	5	1	2
w3-695ZWjTA	190	5	1	2
LYwwxUPw9EY	365	5	5	6
Sl7Dpm41N9I	297	5	8	4
PgOKMZOT9Dg	1932	4.65	23	25
MLYXBZr46oY	31	0	0	0
g9tvYF_7TQY	16	5	1	0
4xfovm0hxBU	227	0	0	0
ZTBuP-RM6nY	26	5	1	0
_xzPgNwANzI	1209	5	2	8
clMe02hKgzc	263	5	5	1
W684ohHv5a4	606	5	4	2
QN5hAOBAdOA	436	4.67	3	0
6q7uK1j1AZc	390	5	5	0
-WzO3yzY-sU	421	5	7	0
F40S44lCTzU	395	5	3	0
KyvtfUIMEWo	348	5	2	0
jglVkY-pivA	301	5	5	1
AKI3gwEdSSw	350	5	3	1
PbhP03fDl44	219	5	2	0
OgiCuFkKHJo	161	5	1	0
idrbhCCUym0	313	5	3	0
5IIi6zHLOD8	50	0	0	0
C-iEhokWrc0	413	5	1	0
WqetTKz9Ezc	797	5	2	0
hKhsL0MSyRI	1312	4.85	13	11
auMeEEqULjg	649	4.95	21	6
qLDuFXFbqC0	157	5	1	1
2gGLwkS3XFM	398	4.67	3	1
0FUKGLE0hyE	342	5	7	8
iyBfcLFo3ks	316	5	4	0
eZq0OKkkgwo	122	5	3	1
ptkCeJotboQ	807	5	6	2
jqok-6Rc6IE	88	0	0	0
bxPlsbsZBmk	233	5	1	0
uyGmGryu_nc	816	5	2	2
Wbmu5edhiJ4	5347	2.78	9	19
vR1b0ZnyONc	1527	5	1	0
YVXAECKEBaY	278	5	1	2
aq7-3QGMv9k	187	4	2	3
lfS2-kWEm-I	156	5	1	3
8c7yCPGzWjE	90	0	0	0
ZcyIKSGVkDU	50	0	0	0
XsYAIDzzKPU	118	0	0	0
i5bwkdP49lw	212	5	1	0
ioniOmvX6pM	107	5	1	3
RZTpqBPL0PI	339	3	2	2
ZWqmuE5L8AM	78	0	0	0
SLOZlh6QeNk	47089	4.93	90	44
sPCHs705XyM	16268	4.92	13	2
5RRTbUZllN4	7739	4.71	7	1
Ol2_KFNzs8Q	12274	5	8	0
dQgghF1F9Eg	5265	4.38	8	0
LsoB-KQmQq0	10701	5	11	0
Af5VGlz1Nck	853	0	0	1
GMfkpUgm4ck	205	4	1	0
Ippc5CepUxI	96	0	0	0
xywnaD5G2mc	88	0	0	0
3iX90g3S0EY	112	4.33	3	6
nBpse5Zts4Q	108	3	2	2
WbFtoy3xsZA	2933	3.6	5	10
4gZHDrb5ksA	99	3	2	0
B7BOzBRhvTc	5250	4.64	14	1
AYJOh8HdUVU	2106	4.75	4	4
XDVpiZIGGmQ	646	5	3	0
4HVO-KM8agk	480	4.86	7	0
8E2eQG9YvFY	341	5	1	0
c3pCkXxGOII	250	3.67	3	0
TlJRsLRgVrw	30	0	0	1
gQg4kT266WA	64	0	0	0
c0j7gX3Jv3U	337	5	1	0
2UwXFDLULTM	93	0	0	0
_NTXuI7jicc	725	4	2	0
kkMaKJfn81w	463	5	1	0
TIpvx3m_Bcw	87298	4.88	242	139
-N0c1Z7Ap6o	90	0	0	0
0m5ewTJAjzY	69759	4.95	178	31
C-MnAY45Fk0	230	0	0	0
5E98wAFlBnw	324	3.75	4	1
1NiTStDzurE	2208	5	1	0
_8Qg8cyFjLQ	622	5	1	3
_tlkHLoCUn4	77	5	1	0
WSxVtpwqOCg	60	0	0	0
HXX6zRh-1RY	914	5	2	6
QMOVm7TdAIE	225	0	0	2
mPUqst6uWa0	143	0	0	5
9La5-rxexb0
0IjVF-mHn6Y	119	5	1	1
xVl36W2TB_c	69	5	2	1
zmoyV1gcn9s	203	0	0	1
pWKJBzQeRD0	44	5	1	2
CpQ3gbA_BFM	411	0	0	0
pKyKp8uZGp0	697	0	0	0
3_AT1HkRbNc	232	5	1	0
QF7v8YUMCmg	1424	4.44	9	2
W-8D5SY6pU0	102	4	2	0
8q5BIeDba80	966	4.5	6	0
XRkcwSgyDCk	589	5	5	0
GZPRK6OpRsE	1761	4.4	5	2
sZQ2K-0FugQ	541	5	2	0
IPcjse8EkxM	1094	4	3	1
6KxAWAGNoV4	685	5	4	1
yPAGHOIEGx4	431	5	3	1
V5yIaFKT_Ow	109	0	0	0
XWIxLRDxjs4	141	0	0	0
luATAjVVaNU	357	5	2	1
CpPWTaE-0gM	1264	5	6	3
MbSP0MRQcVk	215	5	1	0
9QKXLbuFlMc	3475	4.29	7	19
g0dSQI5L0os	1638	5	6	5
4n5GpUOENME	1678	5	6	1
G7YdU1sKFk0	127	5	1	1
c1PdfMHlC2A	52	5	1	0
kKVATsnUxmE	39	5	2	0
YyzVgIHKFZ0	26	5	1	3
WmYYC1V9kEA	105	4.89	9	1
XqrAAhv-Y1A	269	0	0	1
hfOlkS1xRJY	393	0	0	2
54mBfkNMCmQ	183	3	2	0
1Ju30vjbqYU	19778	4.46	83	39
xJtBeCaFJzw	242	5	2	1
2nKi69Cbhec	140	5	3	1
KAPfx5EVKis	86	4.88	8	5
hkolk5378yo	899	4.91	23	0
fMHLeVBeqtY	388	3.83	6	0
RcNZGaGEIXM	681	4.64	11	0
DqR8PK-5cWA	104	3	2	2
7BvTG1W-J4k	2542	4	5	0
m0GYMwnQ2Tw	881	3.67	3	1
XStf7P9takM	1859	5	7	2
67vePZj7WOg	409	5	1	0
NwX_FF5buYw	496	4.75	4	0
I5vkpfhYY6U	490	5	1	0
lOcoP0jq71I	303	5	1	0
ADZJFkxprSE	202	0	0	0
APweGK5DI2g	424	5	1	0
lH1XaoM_6lY	1349	5	4	0
R83NQswqG2k	849	5	1	0
Dm3Ff3gDFro	1341	5	2	0
DshcMKUaPC4	1164	5	4	0
Ldr2eYYseas	225	5	1	1
fEin21KSkIw	241	5	1	0
hJwBCJfd7jM	1829	5	6	0
8HGHVsPVrlo	1960	5	1	1
Pu-WFylUmxU	737	5	1	2
RUoufsqoo3U	542	5	1	0
vpbt9j8LyBU	145	0	0	0
_Gl3EDVmCyU	410	4.75	4	2
1rS1j66e6MU	171	0	0	1
riJ46KJ5FgY	241	5	1	0
_vMrq041r2Q	109	0	0	0
nyaGcrb4ef4	56	0	0	0
BPveDTTs14o	75	0	0	0
vvCMoLQCjeM	165	0	0	0
8bynwmcjXuQ	85	0	0	0
f7vSNd1wjtA	43	5	1	0
SW4wus_PoZU	57	3	1	0
zWY410g9IuQ	37	0	0	0
gsD5VZ4W0C4	23	0	0	0
6zYn8AH0jsc	87	3	1	0
sAJKWCdaPq4	456	5	2	1
-uIfoTbaHaY	417	4.67	3	7
N-eQtPs_j70	77	0	0	0
cO4AqpEDaCc	19	0	0	0
uHkMp3NaXFg	280	0	0	0
4RrYO1NVC-s	116	5	3	1
lSxXkYr_PaA	25	0	0	0
sDehq51QTLQ	220	0	0	0
AwLIrADQcGM	494	5	2	3
YJLhBHdbAgs	3905	4.94	16	26
rFV2yWm03HY	2614	4.71	7	12
SGRRWeFSB40	68	5	1	3
ddHtK02rHaw	1699	4.8	5	5
-VV5J4tX3DM	1292	3	1	7
VzthoF-qdp0	644	3	1	0
yDlHksu4pFI	54	0	0	0
WP20u-skIvA	359	5	1	2
JpraoZKCAAw	513	0	0	0
FBYGKqsZtj8	8969	4.9	30	28
17EzWnGoVck	653	5	1	3
FvRakwtnL6Q	5518	4.93	15	17
yyhZlDLPaGE	1053	4.89	9	1
nd7v_Gy-odM	100	0	0	2
1pFqEE4mrNY	111	5	1	0
EV4nZuMtvBc	215	0	0	2
TWvfRrNw3DQ	545	0	0	0
hS1J7zQfOAM	925	5	1	3
vKGUmAbV9-c	321	0	0	1
LL0zjf4xrfM	355	3.67	3	0
S9glij9F0Hw	405	0	0	0
oVnjITCwMPY	659	5	1	0
78MaBEwpByY	634	5	5	2
QDvnT_L0-8E	160	5	1	0
r5-aJzcSj9o	137	0	0	0
V8VCFL5HXVA	703	5	3	0
jk7saXZOcaM	110	0	0	0
ZdKKs2vtH88	67	0	0	0
it-kRECions	178	5	2	1
THEnLat0yns	1794	5	3	5
MNihhVq681E	1235	5	5	8
IGxXZY-9gDk	343	5	4	1
uy7KOCO4D5o	1234	4.25	4	2
mZpG4W8XV9k	8799	5	12	4
6KBOBsDL7FI	409	5	3	3
WgOCW9onnJ4	233	1	1	0
gJxfk3zEpeI	2387	5	1	0
f3GxGHVgifk	206	5	3	0
M6V6TN_jHhw	12014	3.8	5	0
qXHldwO2Fz4	11478	3.57	7	0
NQI5cEgYicQ	250	3.67	12	3
H2NGiDSP_c0	50	0	0	0
sGf0clQIe6c	588	1	2	2
4hM1EN2B9WA	706	4.2	5	3
8alTBrss5So	14	0	0	0
V62FziKXgj4	32	0	0	0
5pmhGyKY6yo	1149	0	0	0
JESZAFcawv0
JetOlr8FrH8	580	0	0	0
WGB_KaH1NfQ	202	0	0	0
-yiY1ABLGwo	322	3	2	4
CcPIKYfmdCo	240	0	0	0
PovT70Lb8NQ	362	3.4	5	1
eAfJXzPwdEY	233	4	4	0
FUnTDkf8HZw	220	5	1	1
NpB8N3b1CN0	141	5	1	1
WrINuIEYEOM	268	5	2	0
appHZPlv4f8	556	4	4	0
M1iSLtdWnys	2053	5	9	3
_mzdxWZhN3I	443	5	2	2
aKHTInSaUu0	118	5	3	1
uxz2-lPY2B8	1944	5	12	3
R_bxn0xmkb8	1090	5	5	0
VlkvxAVI0Xo	1427	5	8	1
ftdOWOk8sA4	2044	5	12	3
-HRbOY6V8DM	1634	5	8	3
a9n5IotdJv0	3550	5	15	6
JZ0CPTCKyo0	17970	4.7	30	21
nQxJJHXV_5w	4372	4.7	20	10
q5mKW79hocc	2433	4.64	14	6
HFjDhUUCaj0	4832	5	8	2
3BkoUeDekfw	1915	5	2	2
TkXDyWbJv_o	778	5	2	4
z2RoND0D02g	66	0	0	0
6mNQZXySBDU	134	5	1	0
wno4qkClhxw	896	5	6	4
TGMnl5ZC-_Q	987	5	6	4
m_39S2Iqkak	48	5	1	0
iEyVsZc1r3k	91	5	1	0
zRj0-U32E5E	169	0	0	0
B26zGiKI7Ss	60	0	0	0
PikVQdCxsAk	195	0	0	0
m6cwuAwbwJo	183	4.5	2	1
0ulAZJ5ZSZU	480	5	9	1
OkREJfaEfb8	319	5	7	1
KB1smuHphcg	105	4	1	0
LWeTN1HtvYM	30	5	1	1
Ff1VyUbG58I	139	4.67	3	1
EGF-UabURUQ	2312	5	9	9
YbeuNG4XVNM	1744	5	2	1
aqf42bsTXnY	6359	4.2	5	7
YCvwKssxHO0
WC7HuYL67rM	363	4	1	1
YxdMKa9QA0g	1636	5	5	18
6K5SfAJPoNI	111	5	2	0
3mGtzIhJUB8	99	5	2	2
7XjbWb6rFZM	11	0	0	0
2Fzv38r2UtM	9219	0	0	0
24Bih9hKU5E	5401	4.54	13	0
tef97Tc5g2o	202	2.5	2	4
LkxseapIvEw	42	0	0	0
lIf6zWAvu8c	21	0	0	0
XV2gH4AUpCM	12136	3.69	26	65
i7ubP-sb6Rs	391	5	4	4
LaDxol0uSTU
y9YvK4hlD0s	175	3.67	3	3
j3IMRIbPwJY	31	0	0	0
lWjaQZWHR84	26	0	0	0
u0cxlNj8aU0	16	0	0	1
i1790CEgb6Q	772	4.67	3	0
v1fsMSv9xhY	42	0	0	0
lINgSK-1zhE	90	0	0	0
hkoDpbNtxqk	41	0	0	2
6nCA1zs6qwA	72	2	1	0
PV17AWId9z4	250	5	1	2
_bURPg3J3Lk	914	2	4	13
kCdhUEMHl-Q	12	0	0	0
x-ULxiirBrA	32	0	0	0
6RL6VqQ5YLw	103	0	0	1
1ok3R52ra9E	3408	4.33	12	38
JUlxv89OrzY	550	2.67	3	0
alJj8nABaR8	642	0	0	1
0pQikE5kcDU	224	2.6	5	1
B8DfcNgvTPo	586	0	0	2
0IWk_Bk25qc	2664	3.4	5	13
wgZneZGahk8	408	0	0	2
CIHC733aJVw	382	0	0	0
EQRtBfieTvw	1301	5	2	2
1tM3viYYSSE	470	0	0	1
Noq3c2SglqU	488	0	0	0
NumUz4Aw7t4	443	0	0	0
a0FknMXzjv0	1913	5	6	9
ivx9pq4nwRk	4477	4.06	16	0
8DGvIzXWPF8	3983	4.92	12	0
xqtdvWReZ6I	1417	5	4	3
oCx7QVSQZzY	842	3	2	0
ZJmrwQrlccw	843	1	4	0
iJ17odGJchE	502	1	4	0
VDbVwpRtGhE	802	0	0	5
KHPDZE2xFpA	2179	3.5	8	0
9kHEpaMH6Eo	2125	4.6	10	6
Tmw4lOMfwbE	1526	5	4	2
pfKdAS5c3XY	1201	4.71	7	9
EWeh9iaAUm4	823	3.5	4	1
zPV45ZBShqU	95	0	0	2
Pu4USBsaYS4	4751	4.67	27	11
caGd09S7DfU	1119	4.38	8	14
nlrk3TDDZwg	418	5	2	5
vp24rPxy5X8	1016	4.5	4	6
KZlqRH9p2Hs	550	5	6	0
IHTDefv7GH4	239	5	3	5
Eb1aCR0C9UM	315	4	3	3
3Y20UKuGuNs	679	5	5	3
1P0YOcT7RBU	274	5	5	6
gvx6vGKFDG0	360	5	2	3
fMJXCRUE2rc	49	0	0	2
Qzcl3YCJoVY	263	1.75	4	0
QfcxrYYAaDM	34	0	0	1
TWNl2IbVJMs	166	0	0	0
5-x_p6Isvro	77	3	2	0
u-mAOIq53Mw	852	3.5	2	0
mN25pJBc_vU	1810	5	1	0
3kdJKH6I7us	33	0	0	0
AKPFrdlJTXY	83609	5	5	5
8TSr6oCQ-bg	18	0	0	0
kH3qjy-81Tc	107	0	0	0
76jZIfUoxlc	411	5	3	0
CWOKgrl0Kh0	93	5	1	0
mr0SksOoOXo	44	5	1	0
4PG1RTK5vr4	219	0	0	0
xswS2t2e3wQ	63	4	1	0
qzE8JvCSzLc	12	0	0	0
W3jYe_dpBaQ	26	4	1	0
NgW14A9UlOw	54	5	1	4
jmlYRv6IzvU	43	3	1	2
_Tj29cSk5BI	2921	4.21	28	23
WdDBKJvdiGo	4117	3.97	39	77
uOvNnQ2Z0jk	1358	3.47	17	10
8d7LWt13S90	6162	3.86	49	18
qNvO4mNCY-I	1503	4.61	18	14
CmlltVMPWBo	1075	4.11	18	7
mISIn0NGuHo	963	2.78	9	5
7WV8fZKvijA	3455	5	31	14
Izvx3hnrQjg	546	5	2	0
Y2nsgfpZliQ	114	5	3	3
9tc7YSuZGRE	367	5	4	4
y185ktxtLjI	1098	5	5	3
M4ToGnFYhgs	2450	5	3	14
bnMDLLN03vA	897	5	3	0
XS1bg_4YgaU	3075	5	5	4
-vzOWNdK_4Y	8190	4.73	30	28
LuBYHn_CwMU	35857	4.71	170	168
YLeqNuxlGzw	1196	4.89	9	2
LSijmG4m200	26306	4.66	91	57
A2j_JhkPV8k	3898	5	7	5
c0fLwukjd_A	4531	5	7	10
74T82y7pRuA	10235	5	25	16
iv43QS75Z6g	1003	5	1	0
FMBzClEsCe8	731	5	3	0
xTYM6iIdNk8	92	0	0	1
4SYvFeeVrC4	51	0	0	0
f6612ongxTI	68	0	0	0
q6h-QxYhV0w	804	5	3	0
uVXiSJ7ZYpk	370	5	3	2
nYYC2f8p2UQ	382	3.75	4	0
MTZsZWAJyWk	585	5	1	4
8E9Lf2TdlWI	325	0	0	3
_HxcjLazlbQ	123	0	0	0
e4T7Jqvroao	4808	0	0	22
tZg0YWV8rPg	375	5	1	5
2x_kK_vJhjI	137	0	0	0
NKG60b_PzW8	116	0	0	0
sbw16nnTKtQ	2662	4.57	7	7
kKsqyiB7vJg	5654	3.67	3	6
0hsXZKu1JpA	5038	4.08	13	11
mx-dvzP-GLM	744	5	1	2
Ter1UibE0Ss	528	3.4	5	0
HpI17h0SBpc	3989	5	10	0
RqRtNyhKPhc	1269	5	1	0
KtYdUqqgzM4
edCfJmFeywk	55830	4.74	216	142
TLqSEW3A74M	13871	4.26	121	49
SAIRZM7CYWQ	5151	4.09	34	12
2ErvBnY9SOA	39	0	0	0
OgftyWj5qcQ	15489	4.56	32	11
UK2lRH4G5xE	1463	0	0	0
cKeUSzjbsr4	6828	5	4	0
MOpnlY9PWjY	641	4.5	2	4
oaJEkymyKgs	21	0	0	0
KnMhh5MOpmI	123	0	0	0
3imsBRVupHQ	2788	4.5	8	5
pmA7dGelVEc	1372	1	2	0
GeUPJWi_Xjw	2004	0	0	0
mSR3kKl9Xkk	2825	4.5	4	3
SeM9HkqG23A	202	0	0	0
WdJdErrjRyw	329	5	1	1
uDkxCd3iN6I	183	0	0	0
1RcAoPp_qqI	164	1	1	0
x3bttA7pIYw	18	0	0	0
ynCEeTxjkH8
WouR5FTfdIs
BW34VcR_4UI	28697	4.94	16	12
FWvd4cbMg1o
nu5fLdY1cKw	7095	4.43	7	7
D9h4E6eSARE	689	3.5	2	0
kroRfZii-ug	66	5	1	1
M7pspm8yRic	3083	5	3	14
LI_I6EAolow	162	0	0	0
hWggnAQigpg	559	5	4	2
xDIiL8lzoB4	1809	3.33	3	6
EsoYJMdU6MY	742	4.6	5	1
AeHjSvA9DF4	230	5	3	3
CHUFlifw5qM	352	0	0	1
gPX8MQBP3aU	234	3	1	0
rDdPcYaFH3k	61	0	0	0
-awpr04ZZeI	231	4.67	3	0
HD0pYV6UXjs	808	5	11	2
tVUHMhW1snI	428	5	1	0
tC4VU2sF600	18334	4.57	14	11
70ygI4EnWOo	62	5	2	1
8HDDsGZOYFI	131	4.5	2	1
YNg-kgdUYdY	7	0	0	0
XqlspOVRzBc	121	5	1	0
WAxAmLHXwdw	89	5	2	0
BK0kIz_pHdw	239	5	1	1
dE67W9uyRQ4	20	5	1	0
VJtb2iQKK3A	26	5	1	1
JvtNROPkts4	165	5	3	3
OYCG0SaT0No	41	0	0	0
9AJ_i5oAjAY	27	0	0	0
0OVyL9XlVbI	18115	4.29	52	52
jENg9B5J4kI	414	3.67	3	4
jPIzTMWUImc	809	0	0	3
lBvTggFn-AA	510	5	2	0
aL1J6Js8tTQ	3151	3.67	3	16
Ndipx28WJYE	1256	4.11	9	3
c9YwliJ-Nyc	3828	5	16	9
6lHiEQvl5CU	2949	5	10	10
trervnripwA	937	3.67	3	0
h53c0kV4Bgw	864	4.5	2	0
VzGHo1YzKN4	1012	5	1	0
8EiiJ8mkyTQ	332	0	0	0
piQQaOr8eYE	494	0	0	0
OJH13g-5Yfo	664	5	1	0
ED_iIwH8QvE	786	5	1	0
v9NsGmMDMRc	1350	4.8	10	4
UNaFChgnugs	2467	5	14	7
CDq7zq-dLYg	69	3.33	3	0
HkmqbHI8QJE	1172	5	4	6
uMFRhxs_TEw	99	3.67	3	2
-gb2CYZiGI4	59	5	1	8
5sy531_EYZE	63	0	0	5
duE9adCqV4Q	69	5	1	0
7kDc06JCuyo	736	5	10	0
q9QDQT_3F5E	1809	5	5	0
9eL6QmWGk0g	89	5	2	1
CahJR5yWvrk	560	5	1	0
48inFB3HPeM	1940	5	6	2
EN9VHlFADec	205	0	0	0
kzKfWBIETmA	3578	5	20	3
DT-1DiEHR0E	183	5	2	0
DyAzMEbMRvM	189	5	1	0
1T8h3IMdPjo	1873	5	10	3
yIzvta1GPhY	2000	4.88	8	9
sMVt5-QHv0k	2512	3.67	3	4
sJ0WdcMZLCs	207	5	3	0
eAp0AUvTV9M	482	5	5	0
xdngDyU8Lh8	460	5	4	0
3Fot846QthA	528	5	3	1
cMvy8objJLw	372	5	1	0
lh56vET3pPQ	680	3.67	3	1
lRsONp42n0E	349	5	1	0
rKwp8d9WA6E	286	5	2	0
64LXY8y9gWg	524	5	1	0
FfmvhncI8FI	232	5	2	0
1ShTeevzQNA	241	5	1	0
9_sYhU144h0	238	5	4	0
eQnJE-CjFEI	235	5	3	1
1o3nJDYkNsA	459	4.5	8	0
x5dxvCgJcFc	324	4.25	4	0
E770RaCRpx8	1459	3	2	6
Lnre6l6Yr9A	2523	4.5	4	4
716pIdYydT4	316	1	1	0
W9_g5dbyn_0	1437	3.67	6	5
qaleTZ0SE0c	273	5	1	2
CJYxGdKYDQA	63	4	3	0
K_rduI7Ggq0	66	0	0	0
nxy1V6Hny1U	159	4.85	13	19
vUAuIknMI-s	115	4.5	6	5
lqhOWb86deM	91	5	5	8
c1kq_W8r8rk	13914	4.6	45	2
BduehwJyg0w	14292	4.45	55	0
xMtUfE56m80	11669	4.49	39	0
HnM6MwlIHfE	18076	4.74	47	3
NvXPF3bdiB4	15125	4.98	44	15
1Og-psA3pOg	13733	4.79	33	2
YGWEjqgl-xA	12681	4.84	25	1
tY-6Rzj1eiI	11795	4.85	34	1
7aZ9i9RXwZ8	12166	4.56	34	3
lQ6BR7lyufg	18531	4.74	115	41
0c8oos0SBF4	16160	4.86	99	40
wSUmSrLqhjw	6	0	0	0
xukeAMiFrG0	462	3	1	0
7ZZDMzpM29k	716	5	2	1
i8TNCzR30hw	399	5	2	3
YoMwteiZShw	436	4.33	3	6
tAXaGWjrMSk	1721	3.5	2	0
jw2BRSycAYY	3040	5	3	0
ov2EnGbeFhU	1412	5	2	5
f3xeKL4BKS4	1601	4.2	5	5
Q25wLqvsIqk	2551	5	1	3
6rcAdV5qSEM	793	5	5	1
b1YltzwhmUY	958	5	2	3
Ry4eBZkIWzU	553	0	0	0
NXuKe-RxEcE	428	0	0	0
0lrAzPoKoHI	458	0	0	0
pG4QVUpZI6g	420	0	0	0
-AaZsmPQ6cE	382	4	1	1
OEnodTfnorE	474	5	1	1
TihaHtO-D48	288	0	0	0
FIR8e6RSnH8	736	4	1	3
2S_Ssl5y2iQ	794	0	0	0
0fV60nqQcug	193	0	0	0
IMEDXklTbvM	3850	2	2	0
7vDquPpnDO4	262	5	2	1
Au1AiHMiSOA	483	5	2	0
IfgeQD3Hd5c	6158	5	3	0
4Slnp4nfSkE	2572	5	1	1
Jj6qto9B3uE	952	5	1	0
QTCkNklQDXw	2537	3.5	2	1
aHmh7rvm4ZA	1884	0	0	1
bHZM0OQxqFg	4271	0	0	0
L1A2CW2ldk4	2597	0	0	1
cv2qbk0Gt8o	975	4.5	2	0
MK9i3JEfPCw	2301	5	7	2
YzXTRQeLjUM	2535	5	1	0
X3HddXKczcg	2376	5	1	1
BiGD0uFxJnU	168	5	2	0
0NAp_tFjn74	75	0	0	0
D5OwmXLCpw8	64	0	0	2
bIb3GHvIc3Q	43	0	0	0
WhCBX2Wx4Zo	46	0	0	0
qy5Sc8AhvUY	64	0	0	0
qhtY9yQ6Tu4	52	0	0	0
lE-1XActcMI	28	5	1	0
ICNOXicdkZc	35	0	0	0
lAWMI2oe19I	6	0	0	0
wlT5aPFyuy4	49	0	0	2
-pgJvKepe2U	1383	5	1	0
jUuoIjoEGG0	431	3.33	3	2
QnUor4k4CDo	1648	4.33	6	5
DTof9IpEo24	485	5	1	1
Nqt-ktiGcy4	222	0	0	1
ujUalTVGzvo	251	0	0	1
